id1_400,aspect,slope,dem,cec_barren,cec_broadleaf,cec_cropland,cec_grassland,cec_mixed_forest,cec_needleleaf,cec_shrubland,cec_urban,fwa_1,fwa_2,fwa_3,fwa_4,fwa_5,fwa_6,fwa_7,fwa_8,fwa_10ha_less,fwa_10ha_more,fwa_r,fwa_w,shrcx_10less,shrcx_10plus,str_1,str_2,str_3,str_4,str_5,str_6,str_7,str_8,str_9,str_all_1000,str_m,str_s,pa,alr,dra_p,dra_u,bec_sz_txt,bec_zn,norm_ahm,norm_bffp,norm_cmd,norm_dd5,norm_dd18,norm_effp,norm_map,norm_mat,norm_mcmt,norm_mwmt,norm_pas,norm_shm,norm_pas_sp,norm_pas_wt,mean_ahm,mean_bffp,mean_cmd,mean_dd5,mean_dd18,mean_effp,mean_ffp,mean_map,mean_mat,mean_mcmt,mean_mwmt,mean_pas,mean_pas_sp,mean_pas_wt,mean_shm,amwi,bago,buff,bwte,cago,canv,cite,cogo,come,gadw,gwte,hadu,home,ltdu,mall,nopi,nsho,rbme,redh,rndu,rudu,scau,sngo,swan,trus,wfgo,wodu,sp_div,sp_tot,mergansers,dabblers,divers,dabbler_plants,dabbler_seeds,dive_fish,dive_insects,dive_plants,ground_plants,ground_seeds,cavity,floating,ground
7945,162.7763,3.199409,1121.224,126,11,392,570,331,2338,881,192,52,94,0,0,0,289,0,0,146,289,0,895,1.40E-05,0,0.0005874,0.0018582,0,0,0,0,0,0,0,18.68368,0,0.0024456,0,9428,1.304217,4.842564,IDFdk3,IDFdk3,290,157,282,1125,22,249,474,38,-72,146,149,613,28,88,33.65455,158.6364,352.2727,1178.364,26.45455,249.8182,91.1818,410.9091,3.772727,-8.309091,15.15455,142.9091,33.18182,77.90909,84.78182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818182,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909,0.1818182,0,0.1818182,0,0,0.1818182,0,0,0,0,0,0,0,0.1818182
7957,202.3103,7.781138,1099.236,52,216,0,209,49,4025,474,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0.0013539,0.0001039,4.40E-06,0,0,0,0,0,0,14.35532,0,0.0014623,0,5092,0,5.391902,IDFdk3,IDFdk3,238,157,248,1038,16,252,552,32,-79,139,207,617,46,113,28.47273,157.0909,336.5454,1184.182,25.81818,254.4545,97.3636,483.0909,3.645455,-8.663636,15.02727,181.7273,45,99.90909,89.88182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7978,136.3537,8.935539,1081.681,29,19,0,276,415,3513,379,190,6,0,92,0,301,0,0,0,98,301,0,1269,1.10E-06,2.00E-07,0.0005506,0.0017697,0,0,0,0,0,0,0,12.39447,0,0.0023204,2486,7807,1.568742,4.541168,IDFdk3,IDFdk3,275,159,289,1189,27,249,501,38,-79,150,163,625,24,100,30.66364,161.5455,335.4546,1169.364,26.09091,249,87.4545,444.7273,3.418182,-9.381818,15.18182,165.1818,34.81818,92.81818,81.86364,0,0,0.1818182,0,0.09090909,0,0,0,0,0,0,0,0.7272727,0,0.9090909,0,0,0,0,0.2727273,0,0,0,0,0,0,0,1,2.181818,0.7272727,0.9090909,1.9090909,0,0.9090909,0.7272727,0.1818182,0.2727273,0,0.09090909,0.7272727,0.4545455,1
7997,200.6852,7.44379,1088.978,155,0,0,122,116,4467,165,0,23,0,0,0,0,0,0,0,23,0,0,0,8.20E-06,0,7.00E-05,0,0,0,0,0,0,0,0,10.43246,0,7.00E-05,1234,3562,0,2.100438,IDFdk3,IDFdk3,226,158,229,967,14,252,565,28,-82,134,224,589,55,116,28.51818,154.1818,340.4546,1188.727,26.09091,251.7273,97.5455,485.7273,3.745455,-8.545455,15.12727,180.8182,44.54546,99.36364,90.04545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,98.82291,2.189574,1070.948,0,0,0,0,75,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3.30E-06,0,0,0,0,0,0,0,0,1.386861,0,3.30E-06,0,0,0,6.321875,IDFdk3,IDFdk3,288,158,281,1128,21,248,478,38,-71,145,147,601,26,88,33.78182,157.9091,351.5454,1206.364,28.27273,250.4545,92.5454,413.4545,3.863636,-8.345455,15.25455,135.0909,29.27273,75.72727,82.74545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8034,196.078,9.729972,882.5275,0,0,0,0,481,4405,58,0,13,0,0,177,0,0,0,0,190,0,0,130,0,0,0.0008005,0,0,0,0,0,0,0,0,19.49307,0,0.0008005,0,9210,0,8.910717,IDFdk3,IDFdk3,293,151,306,1308,35,255,495,45,-68,156,142,624,18,93,33.21818,150.6364,355.9091,1378.182,45.72727,256.4546,105.8182,442.7273,4.527273,-8.254545,16.35455,136,23.18182,85.09091,81.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8041,187.9267,4.697627,868.1966,57,72,1676,11,73,2875,16,226,32,36,0,0,0,0,0,0,68,0,0,189,1.00E-07,0,0.0019863,0,0,0.001795,0,0,0,0,0,14.22559,0.001795,0.0019863,90,10884,1.704728,8.617262,IDFdk3,IDFdk3,302,149,316,1357,41,255,486,47,-69,159,134,637,16,92,34.10909,149.4545,367.5454,1423.636,51.54546,256.8182,107.3637,434.7273,4.690909,-8.318182,16.61818,130.1818,21.90909,82.36364,82.94545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8046,138.2268,10.17779,1105.333,82,0,62,1197,36,1719,147,297,0,0,0,0,0,0,0,3202,0,3202,0,0,0,4.00E-07,0.0037575,0.0001851,0,0,2.23E-05,0,0,0,0,42.5646,2.23E-05,0.0039426,0,3244,1.813067,3.549277,IDFxw,IDFxw,409,144,398,1493,59,259,378,55,-60,168,82,806,10,57,40.75455,157,386.9091,1244.909,33,253.0909,96.0909,344.2727,3.936364,-8.381818,15.66364,109.0909,23.90909,61.18182,98.1,0,0.1818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909,0.1818182,0,0,0.1818182,0,0,0,0.1818182,0,0,0,0.1818182,0,0
8050,185.9427,2.662196,1062.705,169,0,0,838,156,3387,372,0,93,28,0,138,0,0,0,0,259,0,0,633,3.70E-06,0,0.0003663,0.00223,0.000443,0,0,0,0,0,0,18.63837,0,0.0030393,0,750,0,2.296257,IDFdk3,IDFdk3,313,157,303,1162,24,250,445,39,-72,149,132,650,24,79,36.75455,159,382.4546,1244,32.36364,250.9091,91.9091,383.1818,4.018182,-8.209091,15.59091,126.0909,27.72727,71,91.48182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818182,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909,0.1818182,0,0.1818182,0,0,0.1818182,0,0,0,0,0,0,0,0.1818182
8054,147.0352,5.333471,1096.198,484,32,0,312,207,3726,179,0,0,0,0,187,0,0,0,0,187,0,0,362,0,0,0.001642,2.30E-06,0,0,0,0,0,0,0,9.884121,0,0.0016443,432,5664,0,9.076607,IDFdk3,IDFdk3,311,156,285,1123,23,249,436,36,-76,147,134,629,25,78,38.5,155.0909,380.8182,1258.909,35,251.9091,96.8182,364,3.909091,-8.527273,15.81818,118.6364,25,68.09091,94.75455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8069,208.8619,10.03848,1224.591,0,0,0,20,183,4775,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005052,0.0011901,0,0,0,0,0,0,0,16.08553,0,0.0016952,964,3878,0,3.345136,IDFdk3,IDFdk3,235,159,220,977,14,252,546,28,-79,135,208,572,51,109,28.82727,156.1818,309.2727,1105.091,21.27273,254.0909,97.9091,463.1818,3.263636,-8.809091,14.68182,178.5455,49,92.90909,85.11818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,159.9038,1.714595,1132.811,1914,0,0,1757,25,706,500,0,47,0,0,195,0,0,0,0,242,0,0,112,4.70E-06,0,0.0002731,0,0,0,0,0,0,0,0,12.38409,0,0.0002731,0,1981,0,6.324141,IDFdk3,IDFdk3,312,160,309,1074,19,246,433,35,-73,143,147,696,28,86,36.12727,159.5455,374.7273,1151.455,24.90909,248,88.4545,379.9091,3.627273,-8.345455,15.04545,138.6364,32.09091,75.54546,98.19091,0,0,0,0,0,0,0,0,0,0,0.1818182,0,0,0,0.3636364,0,0,0,0,0,0,0,0,0,0,0,0,0.2727273,0.5454545,0,0.5454545,0,0,0.5454545,0,0,0,0,0,0,0,0.5454545
8097,130.7279,5.397435,906.184,4608,0,183,0,0,0,0,0,22,0,2,0,0,528,0,0,24,528,0,558,2.18E-05,1.03E-05,0.0001524,0.0018249,0,0,0,0,0,0,0,11.28372,0,0.0019773,2500,11289,0,0.3099281,IDFdk3,IDFdk3,312,152,321,1285,34,253,458,43,-74,155,140,706,19,92,36.25455,150.9091,383.6364,1377,45.54546,255.9091,105,403.6364,4.409091,-8.7,16.36364,133.2727,23.27273,83.09091,96.49091,0,0.9090909,2.181818,0.1818182,1.090909,0,0.1818182,0,0,0,0.3636364,0,0.5454545,0,2.363636,0,0,0,0,3.363636,0,0.1818182,0,0,0,0,0,3.636364,11.36364,0.5454545,3.090909,7.727272,0,3.090909,0.5454545,3.272727,3.363636,0,1.090909,1.454545,5.545455,4.363636
8109,145.3272,2.134359,1126.661,444,0,0,315,10,3210,499,153,97,19,0,40,0,703,0,0,156,703,0,59,7.00E-07,0,4.33E-05,0,0,0,0,0,0,0,0,8.037571,0,4.33E-05,0,0,1.125901,5.317219,IDFdk3,IDFdk3,296,157,284,1108,21,248,462,37,-73,146,148,630,27,87,34.47273,158.4545,359.8182,1184.273,27.09091,249.0909,90.6364,401.0909,3.772727,-8.336364,15.27273,139.3636,31.54545,76.90909,87.80909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,253.419,10.94698,812.7823,0,0,699,535,192,3129,345,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011956,0,0,0,0,0,0,0,0,21.46772,0,0.0011956,296,8170,0,7.772052,IDFxm,IDFxm,355,143,375,1575,72,261,439,56,-65,172,108,749,10,77,37.51818,147.9091,384.5454,1458.818,57.09091,258.6364,110.7273,400.8182,4.809091,-8.318182,16.86364,116.9091,18.27273,76.18182,91.26364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8126,141.0141,5.681725,871.0231,28,0,329,22,0,4488,118,0,0,66,0,0,0,0,0,0,66,0,0,72,0,0,0.0023528,0.0001192,0,0,0,0,0,0,0,14.36487,0,0.0024719,55,11147,0,7.345976,IDFxm,IDFxm,342,146,366,1457,53,257,443,51,-67,165,117,740,12,83,37.60909,147.7273,394.9091,1459.182,56.36364,258.2727,110.5454,398.5455,4.854545,-8.181818,16.82727,117.7273,19.45455,75.09091,92.80909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8136,184.3802,5.143653,887.361,0,267,0,1790,372,2253,312,0,89,70,0,0,0,0,0,0,159,0,0,275,1.70E-05,0,0.0022923,0.0008492,0.0001507,0,0,0,0,0,0,24.51341,0,0.0032922,126,6591,0,6.998912,IDFdk3,IDFdk3,299,149,315,1382,42,256,496,48,-68,160,134,632,16,92,33.10909,150.9091,359.1818,1406.364,48.90909,256.9091,106,446.0909,4.654545,-8.227273,16.5,133.9091,23.81818,83.36364,80.09091,0.7272727,0.1818182,2.181818,0.9090909,0.5454545,0,1.454545,0,0,0.5454545,0.1818182,0,0.1818182,0,2.363636,0,1.272727,0,0.1818182,0.1818182,0.1818182,1.181818,0,0,0,0,0,3.727273,12.27273,0.1818182,7.454546,4.4545458,2.545455,4.909091,0.1818182,3.727273,0.3636364,0,0.5454545,0.3636364,2.545455,9.363636
8148,183.7036,6.044856,996.5769,0,36,277,86,424,2384,1248,570,0,0,0,0,0,0,0,0,0,0,0,395,0,0,9.93E-05,7.00E-05,0,0,0,0.0022034,0,0,0,16.00362,0.0022034,0.0001693,0,11038,1.528614,9.08817,IDFdk3,IDFdk3,299,159,328,1267,31,247,482,44,-69,153,137,618,18,91,33.81818,161.5455,369.1818,1250.182,31.90909,248.9091,87.3636,417.2727,4.063636,-8.390909,15.51818,134.7273,26.90909,78.36364,80.89091,0.1818182,0,0,0,0.4545455,0,0,0,0,0,0,0,0.1818182,0,1.090909,0,0,0,0,0,0,0,0,0,0,0,0,0.8181818,1.909091,0.1818182,1.2727272,0.3636364,0.1818182,1.090909,0.1818182,0,0,0,0.4545455,0.1818182,0,1.727273
8152,185.4146,6.842113,1188.179,0,0,0,0,183,4830,12,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,9.39E-05,0,0,0,0,0,0,0,0,10.88994,0,9.39E-05,677,11284,0,2.147428,IDFdk3,IDFdk3,262,159,250,1034,16,254,504,32,-75,139,187,616,40,106,31.21818,155.6364,330.4546,1148.091,24.18182,255.5455,99.9091,436.5455,3.518182,-8.454545,14.96364,165.0909,40.63636,91.63636,89.73636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8156,160.7808,2.437595,919.8428,62,0,144,1036,34,3629,114,0,3,14,0,0,0,0,0,0,17,0,0,53,0,0,1.00E-07,0,0,0,0,0,0,0,0,8.459925,0,1.00E-07,1880,11289,0.0138433,5.015596,IDFdk3,IDFdk3,302,152,308,1262,32,254,471,42,-72,154,144,683,21,91,35.47273,150.2727,374.8182,1371.091,44.81818,256.0909,105.8182,411.9091,4.436364,-8.454545,16.33636,132.9091,24.45455,81.18182,93.53636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8164,140.3736,3.349452,1062.692,373,0,0,1619,104,2537,239,0,27,34,100,205,0,0,0,0,366,0,0,359,0,0,1.76E-05,0,1.22E-05,0.0003408,0,0,0,0,0,15.98664,0.0003408,2.98E-05,0,1891,0,3.623389,IDFdk3,IDFdk3,315,157,305,1161,24,250,442,39,-72,149,133,653,24,80,36.90909,159.1818,382.0909,1245,32.36364,250.8182,91.6364,381.8182,4.018182,-8.2,15.6,125.7273,28,71.18182,92.37273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8172,211.3415,3.809585,900.3341,0,849,0,310,584,2671,545,0,30,15,0,0,0,127,0,0,45,127,0,495,0,0,0.000465,0.0006676,0.0023303,0,0,0,0,0,0,24.2698,0,0.0034629,0,6179,0,6.296105,IDFdk3,IDFdk3,286,151,299,1320,36,255,508,46,-68,157,143,605,20,94,32.49091,151.0909,354.6364,1393.182,47.27273,256.3636,105.2727,452.5455,4.590909,-8.181818,16.41818,136.9091,24.90909,84.45454,78.65455,2.909091,0.7272727,1.454545,0,9.545455,0,0.1818182,0,0,0.1818182,1.090909,0,0.3636364,0,2,0,0.1818182,0,0,3,0,0.7272727,0,0,0,0,0,4.181818,22.36364,0.3636364,6.545454,6.6363638,3.272727,3.272727,0.3636364,2.909091,3,0,9.545455,1.090909,4.454545,16.81818
8173,211.7068,4.808429,869.5403,57,71,1510,5,48,3069,5,248,27,26,0,0,0,0,0,0,53,0,0,185,0,0,0.0020215,0,0,0.0001069,0,0,0,0,0,12.43754,0.0001069,0.0020215,0,10127,1.832481,8.666157,IDFdk3,IDFdk3,302,149,316,1357,41,255,486,47,-69,159,134,637,16,92,34.06364,149.3636,366.9091,1422.364,51.45454,256.7273,107.3637,435,4.681818,-8.309091,16.61818,130.0909,21.90909,82.36364,82.75455,0,0,0,0,0,0,0,0,0,0,0.1818182,0,0,0,0.5454545,0,0,0,0,0,0,0,0,0,0,0,0,0.2727273,0.7272727,0,0.7272727,0,0,0.7272727,0,0,0,0,0,0,0,0.7272727
8180,218.4308,6.353055,1211.942,0,0,0,537,139,4239,88,0,4,50,0,0,0,0,0,0,54,0,0,57,0,0,0.0001422,0,0,0,0,0,0,0,0,7.599882,0,0.0001422,0,10397,0,7.123972,IDFdk3,IDFdk3,297,151,289,1202,27,256,471,40,-71,149,141,708,26,86,31.29091,153.2727,320.6364,1135.182,23.09091,256.8182,103.5455,432.0909,3.409091,-8.436364,14.82727,159.8182,44.09091,83.72727,92.90909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202,224.471,5.643032,1206.757,0,0,0,578,155,4180,90,0,0,50,0,0,0,0,0,0,50,0,0,73,0,0,0.0001087,0,0,0,0,0,0,0,0,6.993778,0,0.0001087,0,10727,0,5.895644,IDFdk3,IDFdk3,301,151,293,1209,27,256,465,40,-71,150,140,713,26,85,31.59091,153,323.4546,1143.182,23.63636,257,104,428.9091,3.454545,-8.409091,14.88182,158,42.90909,83.90909,93.86364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8239,178.4412,1.720403,988.4349,12,139,0,21,237,4445,171,0,3,0,0,0,0,0,0,0,3,0,0,435,7.16E-05,0,3.78E-05,0,0,0,0,0,0,0,0,3.12815,0,3.78E-05,0,11289,0,5.764386,IDFdk3,IDFdk3,293,157,308,1180,27,248,477,40,-70,149,152,683,26,91,34.22727,156.5455,374.9091,1276.273,34.18182,250.8182,94.2727,417.5455,4.154545,-8.263636,15.73636,140.3636,28.72727,81.18182,93.57273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8249,137.6564,1.97075,1113.75,111,0,0,81,237,4339,257,0,27,30,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.290359,0,0,0,0,0,4.584087,IDFdk3,IDFdk3,269,161,265,1056,18,245,500,34,-73,140,166,583,32,94,31.79091,158.9091,340.4546,1157.636,24.81818,249.0909,90.1818,432.6364,3.663636,-8.427273,14.96364,151.0909,35.18182,81.81818,81.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,133.739,3.572573,1157.69,197,22,0,1270,52,2822,421,152,71,35,90,0,0,0,0,0,196,0,0,1093,0,0,0.0006035,0.0002202,0,0,0,0,0,0,0,28.90722,0,0.0008237,125,3652,0.0199356,6.085998,IDFdk3,IDFdk3,312,162,300,1052,17,245,428,34,-74,141,145,670,28,85,36.60909,160.4545,371.1818,1133.091,23.81818,246.8182,86.3637,372,3.536364,-8.363636,15.02727,134.4545,31.09091,73.72727,96.10909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8274,142.8947,2.07136,1133.441,637,0,0,924,29,2977,82,0,111,109,81,0,0,629,0,0,301,629,0,148,6.00E-07,4.60E-06,0.0013052,0,0,0,0,0,0,0,0,8.944463,0,0.0013052,0,0,0,1.956468,IDFdk3,IDFdk3,304,158,293,1113,21,246,450,37,-73,146,144,645,27,85,35.3,158.9091,364.7273,1183.909,27.27273,248.1818,89.2727,391.8182,3.772727,-8.336364,15.32727,135.9091,30.90909,74.72727,89.86364,0,0,0.3636364,0,0.09090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3636364,0,0,0,0,0,0.3636364,0.8181818,0,0,0.7272727,0,0,0,0.7272727,0,0,0.09090909,0,0.3636364,0.4545455
8294,150.2847,2.926007,935.6595,0,0,0,0,115,4875,11,0,28,0,0,0,0,52,0,0,28,52,0,75,0,0,0,0,0,0,0,0,0,0,0,4.337221,0,0,0,11289,0,6.747063,IDFdk3,IDFdk3,314,153,329,1262,31,252,458,44,-69,153,132,673,18,86,36.42727,152.2727,383.7273,1354,42.18182,254.4545,102.1818,400.6364,4.472727,-8.190909,16.13636,123.6364,22.45455,74.18182,91.18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,191.5988,2.623559,1099.456,527,0,0,689,0,3153,647,0,48,0,22,0,0,0,0,0,70,0,0,672,6.00E-07,0,0.0001534,0,0,0,0,0,0,0,0,19.06242,0,0.0001534,1497,0,0,5.912796,IDFdk3,IDFdk3,272,160,274,1078,20,245,498,35,-72,143,166,616,32,95,31.95455,159.0909,345.9091,1162.364,25.63636,247.8182,88.7273,431.5455,3.672727,-8.336364,15.12727,153.3636,36.54546,83.36364,85.76364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8329,195.0356,3.469962,1018.384,14,0,0,85,81,4795,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357589,0,0,0,0,0,5.164406,IDFdk3,IDFdk3,312,156,280,1132,24,250,436,36,-76,148,130,623,25,76,39.99091,154.2727,392.0909,1341.727,44.45454,253.2727,99,359.8182,4.3,-8.318182,16.32727,107.0909,21.45455,63.36364,96.00909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8331,186.1052,7.997577,1117.029,0,13,0,0,122,4663,80,0,13,0,121,212,0,0,0,0,346,0,0,99,1.30E-06,0,0.0001295,0,0,0,0,0,0,0,0,8.061588,0,0.0001295,2485,7939,0,3.590445,IDFdk3,IDFdk3,238,156,242,1046,17,255,553,31,-79,139,206,620,47,111,28.41818,151.9091,330.1818,1199.636,26.81818,256.4546,104.5455,484.5455,3.654545,-8.709091,15.18182,183.1818,46.09091,100.2727,90.97273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8332,166.1736,4.763455,886.1476,0,709,1283,227,264,1529,815,195,0,10,0,0,0,0,0,0,10,0,0,720,0,0,0.001681,0.0002894,0,0.0019539,0.000226,0,0,0,0,23.10119,0.0021799,0.0019704,0,11289,0,9.140484,IDFdk3,IDFdk3,314,149,338,1381,43,255,473,48,-67,160,129,676,15,88,35.17273,151.4545,381.0909,1409.364,49.27273,255.6364,104.1819,420.5455,4.663636,-8.136364,16.48182,126.9091,21.72727,78.45454,87.1,0,0,0,0.3636364,0,0,0.1818182,0,0,0,0.3636364,0,0,0,0.5454545,0,0.1818182,0,0,0,0,0,0,0,0,0,0,0.6363636,1.636364,0,1.6363632,0,0.1818182,1.454545,0,0,0,0,0,0,0,1.636364
8341,172.0829,1.668583,1133.249,0,0,0,1882,1,3084,17,0,5,67,22,0,0,0,0,0,94,0,0,67,0,0,0.0001015,0,0,0,0,0,0,0,0,5.063845,0,0.0001015,523,14,0,1.730357,IDFdk3,IDFdk3,304,160,299,1065,19,246,443,35,-73,142,150,676,29,87,35.84545,159.6364,371.6364,1152.545,24.90909,248.5455,88.9091,383.0909,3.627273,-8.327273,15.01818,138.6364,32.45454,75.72727,96.02727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8355,169.7597,1.989988,1149.528,0,69,0,78,89,3760,529,0,67,52,57,0,282,604,0,0,176,886,0,1274,2.80E-06,2.00E-06,0.0009768,0,0,0,0,0,0,0,0,14.62677,0,0.0009768,180,880,0,3.770599,IDFdk3,IDFdk3,287,158,279,1079,19,249,472,36,-72,142,155,632,30,89,33.2,157.8182,346.4546,1156.455,25,251,93.1818,414.8182,3.690909,-8.281818,15.00909,147.5455,34.90909,79.09091,87.29091,0,0,0.1818182,0,0.1818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818182,0.3636364,0,0,0.1818182,0,0,0,0.1818182,0,0,0.1818182,0,0.1818182,0.1818182
8361,191.2545,6.862687,1066.979,29,0,0,334,309,3523,395,51,22,0,92,0,365,0,0,296,114,661,0,1255,2.00E-07,5.00E-07,7.50E-06,0,0,8.88E-05,0,0,0,0,0,9.766461,8.88E-05,7.50E-06,1940,10614,0.3304575,5.624341,IDFdk3,IDFdk3,268,163,275,1101,20,247,499,34,-80,145,172,602,29,101,31,160.6364,338.9091,1185.636,27.18182,249.5455,88.9091,442.7273,3.509091,-9.281818,15.27273,162.7273,33.90909,92.45454,82.70909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8363,140.4023,2.438202,1134.161,128,84,0,1893,257,971,1382,248,24,0,62,0,0,0,0,0,86,0,0,537,0,0,0.0005192,0,0,0,0,0,0,0,0,10.57585,0,0.0005192,0,0,0.4037988,11.14731,IDFdk3,IDFdk3,267,160,256,1068,18,249,505,35,-74,141,169,565,34,95,30.90909,161.9091,332.8182,1142.273,24.54545,250.0909,88.1818,441.1818,3.581818,-8.454545,14.89091,159,39,83.72727,77.92727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3636364,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909,0.3636364,0,0.3636364,0,0,0.3636364,0,0,0,0,0,0,0,0.3636364
8408,114.4822,6.863334,1101.736,0,0,0,22,35,4963,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008791,0,0,0,0,0,0,0,0,12.3885,0,0.0008791,393,0,0,4.368754,IDFdk3,IDFdk3,291,159,260,1062,20,248,451,31,-82,144,149,594,30,83,36.99091,154.2727,366.2727,1274.364,36.81818,254,99.7273,379.9091,3.936364,-8.663636,15.95455,121.4545,25.81818,69.54546,91.62727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
